camera_id,camera_name,customer_id,customer_name,cohort,f_subgroup,disposition,human_readable
401988,33,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401989,34,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401990,35,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401991,36,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401992,37,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401993,38,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401994,39,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401995,40,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401996,41,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401997,42,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401998,43,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401999,44,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402000,45,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402001,46,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402002,47,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402003,48,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402004,49,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402005,50,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402006,51,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402007,52,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402008,53,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402009,54,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402010,55,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402011,56,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402012,57,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402013,58,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402014,59,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402015,60,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402016,61,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402017,62,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402018,63,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402019,64,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402020,65,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402021,66,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402022,67,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402023,68,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402024,69,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402025,70,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402026,71,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402027,72,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402028,73,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402029,74,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402030,75,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402031,76,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402032,77,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402033,78,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402034,79,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402035,80,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402036,81,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402037,82,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402038,83,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402039,84,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402040,85,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402041,86,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402042,87,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402043,88,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402044,89,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402045,90,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402046,91,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402047,92,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402048,93,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402049,94,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402050,95,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402051,96,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402052,97,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402053,98,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402054,99,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
402055,100,35829,Site 1,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
408556,2N Audio Test camera (1),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
408557,Camera,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
408558,OSD Test,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429778,P12-MkII,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429779,P12-MkII (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429780,Q1808-LE,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429781,M4318-PLR,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429782,M5000-G,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429783,M5000-G,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429784,M5000-G,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429785,M5000-G,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429786,Stream,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429787,XNP-6400R,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429788,XNP-6400R (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429789,Test PNM-C32083RVQ V1 Main,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429790,PNM-C32083RVQ V1 Main (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429791,PNM-C32083RVQ V2,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429792,PNM-C32083RVQ V2 (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429793,PNM-C32083RVQ V3,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429794,PNM-C32083RVQ V3 (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429795,PNM-C32083RVQ V4,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429796,PNM-C32083RVQ V4 (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429797,Analog - Live TV,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429798,Analog - Live TV (1),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429799,Analog - North Window,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429800,Analog - Camera Storage,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429801,Analog - SysEng Lab,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429802,Analog - North Vestibule,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429803,Analog - Old Disco,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429804,Analog - Northeast Entry,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429805,Analog - South Parking,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429806,Analog - Old South Enrty,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429807,Analog - South Entry Inside,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429808,Analog - Old Cafe,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429809,Analog - Server Room Entry,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429810,Analog - Old Camera Storage,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429811,Analog - Old Front Entry,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429812,Not Used,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429813,Not Used (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429814,Not Used,36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
429815,Not Used (LowRes),36799,Site A,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
418346,2N camera (1),38313,Lab Audio,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
448344,Exit camera (1),38313,Lab Audio,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
426152,Operations Center Rooftop (172.17.32.115),39346,(RVM2730) PTI Monitoring - 420 William St Victoria,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432410,OutdoorGravesendYard2,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432411,ECOutdoorLocustCIA,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432412,ECRoof,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432413,OutdoorGravesend1,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432414,ECOutdoorAveMCIA,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432415,OutdoorGravesendPlayground1,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432416,OutdoorConeyIslanAveV,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432417,OutdoorGravesendGarbage,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432418,OutdoorConeyIsland,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432419,ECRoof2,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432420,OutdoorConeyIsland,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432421,OutdoorConeyIslandGravesend,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432422,OutdoorEast12-4,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
432423,OutdoorConeyIslandDoor,40178,hanwha 3,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
447150,Lot 2,42689,VCH Demo Site,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
447151,Waiting room camera (1),42689,VCH Demo Site,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
447152,Factory 1 camera (1),42689,VCH Demo Site,B,,on_schedule_B,Cohort B per audit; cam is on a Paused/Suspended schedule. Paused schedule doesn't run → no events to Snowflake. Customer-controlled state.
401951,ATM 1079 camera (1),35828,Acme Bank,F,F3b,on_schedule_F3_idle,"On schedule (F3b). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
401952,1310 camera (1),35828,Acme Bank,F,F3b,on_schedule_F3_idle,"On schedule (F3b). For F3a: schedule Deleted in Immix, admin lagging. F3b: Paused. F3c: Active, idle. Cronjob runs, no_patrols log fires."
